product_a,product_a_label,product_b,product_b_label,similarity,shared_attributes,shared_attribute_nodes
PRODUCT:5393,FRASCO PET BLANCO 60ML C/TAPA FLIP TOP N20,PRODUCT:5553,FRASCO PET BLANCO 60ML C/TAPA DISPENSADOR N20,0.8313,5,COLOR:BLANCO|TYPE:FRASCO|CAPACITY:60ML|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5209,FRASCO PET TRANSPARENTE 120ML B/28 C/TAPA DISPENSADOR GEL,PRODUCT:5217,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,0.8313,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5393,FRASCO PET BLANCO 60ML C/TAPA FLIP TOP N20,PRODUCT:5564,FRASCO PET BLANCO 60ML C/TAPA SPRAY N20,0.8313,5,COLOR:BLANCO|TYPE:FRASCO|CAPACITY:60ML|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5209,FRASCO PET TRANSPARENTE 120ML B/28 C/TAPA DISPENSADOR GEL,PRODUCT:5218,FRASCO PET TRANSPARENTE ALTO 120ML C/TAPA Y TAPON N28,0.8313,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5125,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28,PRODUCT:5209,FRASCO PET TRANSPARENTE 120ML B/28 C/TAPA DISPENSADOR GEL,0.8313,5,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5055,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GEL,PRODUCT:5534,FRASCO VIDRIO AMBAR IMPORTADO 250ML C/TAPA Y TAPON INTERNO.,0.8276,5,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|FEATURE:IMPORTADO|CAPACITY:250ML
PRODUCT:5052,FRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON,PRODUCT:5534,FRASCO VIDRIO AMBAR IMPORTADO 250ML C/TAPA Y TAPON INTERNO.,0.8246,4,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|CAPACITY:250ML
PRODUCT:5063,FRASCO VIDRIO AMBAR HOMBRO CAIDO 125ML TAPA ESPRAY PISTOLA negro,PRODUCT:5533,FRASCO VIDRIO AMBAR IMPORTADO 125ML C/TAPA Y TAPON INTERNO.,0.8246,4,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|CAPACITY:125ML
PRODUCT:5343,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 100ML,PRODUCT:5537,FRASCO VIDRIO AMBAR IMPORTADO 100ML C/TAPA Y TAPON INTERNO.,0.8246,4,MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:100ML|TYPE:FRASCO
PRODUCT:5348,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 250ML,PRODUCT:5534,FRASCO VIDRIO AMBAR IMPORTADO 250ML C/TAPA Y TAPON INTERNO.,0.8246,4,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|CAPACITY:250ML
PRODUCT:5016,FRASCO VIDRIO AMBAR HOMBRO CAIDO 250ML TAPA ESPRAY PISTOLA,PRODUCT:5534,FRASCO VIDRIO AMBAR IMPORTADO 250ML C/TAPA Y TAPON INTERNO.,0.8246,4,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|CAPACITY:250ML
PRODUCT:5521,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 500ML,PRODUCT:5535,FRASCO VIDRIO AMBAR IMPORTADO 500ML C/TAPA Y TAPON INTERNO.,0.8246,4,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|CAPACITY:500ML
PRODUCT:5008,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA ESPRAY BAJA,PRODUCT:5063,FRASCO VIDRIO AMBAR HOMBRO CAIDO 125ML TAPA ESPRAY PISTOLA negro,0.8246,4,MATERIAL:VIDRIO|COLOR:AMBAR|TYPE:FRASCO|CAPACITY:125ML
PRODUCT:5313,FRASCO PET DE COLORES CILINDRICO 120ML C/TAPA ESPRAY N20,PRODUCT:5340,FRASCO PET COLORES BOSTON 120ML C/TAPA ESPRAY B20,0.813,4,TYPE:FRASCO|MATERIAL:PET|CAPACITY:120ML|MOUTH_SIZE:20MM
PRODUCT:5313,FRASCO PET DE COLORES CILINDRICO 120ML C/TAPA ESPRAY N20,PRODUCT:5518,FRASCO PET DE COLORES BOSTON 120ML C/TAPA FLIP TOP N20,0.813,4,TYPE:FRASCO|MATERIAL:PET|CAPACITY:120ML|MOUTH_SIZE:20MM
PRODUCT:5135,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA,PRODUCT:5153,FRASCO VIDRIO AMBAR 10ML C/TAPA Y TAPON B18,0.8034,4,MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:10ML|TYPE:FRASCO
PRODUCT:5047,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28,PRODUCT:5185,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON,0.8034,4,COLOR:BLANCO|TYPE:FRASCO|MATERIAL:PLASTICO|CAPACITY:500ML
PRODUCT:5048,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28,PRODUCT:5186,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON,0.8034,4,COLOR:BLANCO|TYPE:FRASCO|MATERIAL:PLASTICO|CAPACITY:1L
PRODUCT:5162,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28,PRODUCT:5343,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 100ML,0.8034,4,MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:100ML|TYPE:FRASCO
PRODUCT:5158,FRASCO VIDRIO AMBAR 100ML C/TAPA Y TAPON B18,PRODUCT:5343,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 100ML,0.8034,4,MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:100ML|TYPE:FRASCO
PRODUCT:5015,POTE PLASTICO 1KG B110 BLANCO C/TAPA,PRODUCT:5456,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA,0.803,4,COLOR:BLANCO|TYPE:POTE|MATERIAL:PLASTICO|CAPACITY:1KG
PRODUCT:5014,POTE CREMERO SIMPLE 30GR CON TAPA Y LAINA,PRODUCT:5115,POTE CREMERO VIDRIO PAVONADO 30GR CON LAINA Y TAPA,0.7991,4,TYPE:CREMERO|SUBTYPE:CREMERO|ACCESSORY:LAINA|CAPACITY:30GR
PRODUCT:5014,POTE CREMERO SIMPLE 30GR CON TAPA Y LAINA,PRODUCT:5552,CREMERO SIMPLE 30GR C/ TAPA Y LAINA NEGRO,0.7991,4,TYPE:CREMERO|SUBTYPE:CREMERO|ACCESSORY:LAINA|CAPACITY:30GR
PRODUCT:5017,POTE CREMERO SIMPLE 60GR CON TAPA Y LAINA,PRODUCT:5277,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL,0.7991,4,TYPE:CREMERO|SUBTYPE:CREMERO|ACCESSORY:LAINA|CAPACITY:60GR
PRODUCT:5518,FRASCO PET DE COLORES BOSTON 120ML C/TAPA FLIP TOP N20,PRODUCT:5554,FRASCO PET COLORES BOSTON 120ML C/TAPA DISPENSADOR B20,0.7974,4,TYPE:FRASCO|MATERIAL:PET|CAPACITY:120ML|MOUTH_SIZE:20MM
PRODUCT:5340,FRASCO PET COLORES BOSTON 120ML C/TAPA ESPRAY B20,PRODUCT:5554,FRASCO PET COLORES BOSTON 120ML C/TAPA DISPENSADOR B20,0.7974,4,TYPE:FRASCO|MATERIAL:PET|CAPACITY:120ML|MOUTH_SIZE:20MM
PRODUCT:5449,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63,PRODUCT:5512,FRASCO VIDRIO TRANSPARENTE 370 RECTO P-L T/63,0.797,4,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE|MOUTH_SIZE:63MM
PRODUCT:5089,PROBETA DE VIDRIO GRADUADA C/PICO 10 ML,PRODUCT:5110,PIPETA SEREOLOGICA GRADUADA DE VIDRIO DE 10ML - CITOGLAS,0.7602,3,MATERIAL:VIDRIO|CAPACITY:10ML|FEATURE:GRADUADO
PRODUCT:5089,PROBETA DE VIDRIO GRADUADA C/PICO 10 ML,PRODUCT:5349,BURETA DE VIDRIO GRADUADO DE 10ML CON LLAVE DE VIDRIO,0.7602,3,MATERIAL:VIDRIO|CAPACITY:10ML|FEATURE:GRADUADO
PRODUCT:5089,PROBETA DE VIDRIO GRADUADA C/PICO 10 ML,PRODUCT:5384,VASO DE VIDRIO BORO GRADUADO 10ML,0.7602,3,MATERIAL:VIDRIO|CAPACITY:10ML|FEATURE:GRADUADO
PRODUCT:5383,PROBETA DE PLASTICO GRADUADA PROBETA DE PLASTICO GRADUADA 500 ML,PRODUCT:5490,VASO GRADUADO DE PLASTICO 500ML,0.7602,3,MATERIAL:PLASTICO|CAPACITY:500ML|FEATURE:GRADUADO
PRODUCT:5383,PROBETA DE PLASTICO GRADUADA PROBETA DE PLASTICO GRADUADA 500 ML,PRODUCT:5587,VASO DE PLASTICO GRADUADO ALTO RELIEVE 500ML ISOLAB,0.7602,3,MATERIAL:PLASTICO|CAPACITY:500ML|FEATURE:GRADUADO
PRODUCT:5237,BOMBA ATOMIZADORA ACANALADO N28 410 NEGRO,PRODUCT:5249,SOLO MINI TRIGGER NEGRO B28,0.7554,3,MOUTH_SIZE:28MM|TYPE:ATOMIZADOR|COLOR:NEGRO
PRODUCT:5235,BOMBA ATOMIZADORA ACANALADO N28 410 BLANCO,PRODUCT:5285,SOLO MINI TRIGGER BLANCO B28,0.7554,3,COLOR:BLANCO|MOUTH_SIZE:28MM|TYPE:ATOMIZADOR
PRODUCT:5451,SOLO FRASCO PET CAMPANA 500ML,PRODUCT:5610,FRASCO LAVAVAJILLA PET 500ML S/TAPA,0.75,3,TYPE:FRASCO|MATERIAL:PET|CAPACITY:500ML
PRODUCT:5072,FRASCO YOGURT 1LT BLANCO CON TAPA 38MM,PRODUCT:5186,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON,0.75,3,COLOR:BLANCO|TYPE:FRASCO|CAPACITY:1L
PRODUCT:5207,LATA DE ALUMINIO PLATEADA 30GR C/TAPA,PRODUCT:5219,LATA DE ALUMINIO NEGRO 30GR C/TAPA,0.748,3,TYPE:TAPA|CAPACITY:30GR|MATERIAL:ALUMINIO
PRODUCT:5206,LATA DE ALUMINIO PLATEADA 50GR C/TAPA,PRODUCT:5220,LATA DE ALUMINIO NEGRO 50GR C/TAPA,0.748,3,TYPE:TAPA|CAPACITY:50GR|MATERIAL:ALUMINIO
PRODUCT:5394,PET TRANSPARENTE 10ML C/GOTERO CHUPON N18,PRODUCT:5396,GOTERO PET TRANSPARENTE 30ML C/ TAPA Y CHUPON N18,0.747,6,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|COLOR:TRANSPARENTE|MATERIAL:PET|MOUTH_SIZE:18MM
PRODUCT:5427,TAPA GASEOSA B28 NEGRO,PRODUCT:5588,TAPA DISPENSADORA NEGRO B28MM,0.7439,3,TYPE:TAPA|MOUTH_SIZE:28MM|COLOR:NEGRO
PRODUCT:5284,TAPON IMPORTADO B28,PRODUCT:5289,TAPON PLASTICO IMPORTADO N28,0.736,3,TYPE:TAPA|MOUTH_SIZE:28MM|FEATURE:IMPORTADO
PRODUCT:5222,FRASCO PET AMBAR 120ML B28 C/TAPA GATILLO,PRODUCT:5498,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28,0.7178,5,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5538,FRASCO PET AMBAR 120ML B28 C/TAPA DISPENSADOR GEL,PRODUCT:5539,FRASCO PET AMBAR 120ML B28 C/TAPA TRIGGER,0.7167,5,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5539,FRASCO PET AMBAR 120ML B28 C/TAPA TRIGGER,PRODUCT:5540,FRASCO PET AMBAR 120ML B28 C/TAPA SPRAY,0.7167,5,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO|MATERIAL:PET|CAPACITY:120ML
PRODUCT:5274,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON,PRODUCT:5316,GOTERO VIDRIO AMBAR 30ML C/TAPA Y CHUPON C/SEGURO,0.7165,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5274,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON,PRODUCT:5379,GOTERO VIDRIO AZUL 30ML C/TAPA Y CHUPON,0.7165,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5274,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON,PRODUCT:5400,GOTERO  VIDRIO AMBAR 30ML TAPA METALIZADA DORADA Y CHUPON,0.7165,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5273,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON,PRODUCT:5421,FRASCO GOTERO VIDRIO VERDE 10ML C/TAPA Y CHUPON,0.7165,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5523,GOTERO VIDRIO AMBAR 15ML B18 C/TAPA Y CHUPON C/SEGURO,PRODUCT:5556,FRASCO GOTERO INTERNO VIDRIO AMBAR 15ML B18 C/TAPA,0.7165,5,TYPE:GOTERO|MATERIAL:VIDRIO|COLOR:AMBAR|CAPACITY:15ML|MOUTH_SIZE:18MM
PRODUCT:5260,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON,PRODUCT:5274,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON,0.7165,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5246,GOTERO VIDRIO TRANSPARENTE 10ML C/TAPA Y CHUPON,PRODUCT:5273,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON,0.7165,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5274,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON,PRODUCT:5422,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON,0.7165,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5004,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON,PRODUCT:5274,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON,0.7165,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5001,FRASCO GOTERO VIDRIO AMBAR 10ML CON TAPA Y CHUPON,PRODUCT:5273,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON,0.7165,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5117,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML CON TAPA BAQUELITA B/20,PRODUCT:5329,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML C/TAPA BAQUELITA B18,0.716,5,MATERIAL:VIDRIO|CAPACITY:10ML|TYPE:FRASCO|COLOR:TRANSPARENTE|SHAPE:TUBULAR
PRODUCT:5118,FRASCO VIDRIO TRANSPARENTE TUBULAR 5ML CON TAPA BAQUELITA N20,PRODUCT:5392,FRASCO TUBULAR VIDRIO TRANSPARENTE 5ML T/BAQUELITA N13,0.716,5,MATERIAL:VIDRIO|CAPACITY:5ML|TYPE:FRASCO|COLOR:TRANSPARENTE|SHAPE:TUBULAR
PRODUCT:5001,FRASCO GOTERO VIDRIO AMBAR 10ML CON TAPA Y CHUPON,PRODUCT:5421,FRASCO GOTERO VIDRIO VERDE 10ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5006,FRASCO GOTERO VIDRIO AMBAR 100ML CON TAPA Y CHUPON,PRODUCT:5507,FRASCO GOTERO VIDRIO AZUL 100ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5380,GOTERO VIDRIO AZUL 50ML C/TAPA Y CHUPON,PRODUCT:5508,FRASCO GOTERO VIDRIO VERDE 50ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5004,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON,PRODUCT:5379,GOTERO VIDRIO AZUL 30ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5380,GOTERO VIDRIO AZUL 50ML C/TAPA Y CHUPON,PRODUCT:5488,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5004,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON,PRODUCT:5260,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5001,FRASCO GOTERO VIDRIO AMBAR 10ML CON TAPA Y CHUPON,PRODUCT:5246,GOTERO VIDRIO TRANSPARENTE 10ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5380,GOTERO VIDRIO AZUL 50ML C/TAPA Y CHUPON,PRODUCT:5550,GOTERO VIDRIO AMBAR 50ML TAPA METALIZADA DORADA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5005,FRASCO GOTERO VIDRIO AMBAR 50ML CON TAPA Y CHUPON,PRODUCT:5380,GOTERO VIDRIO AZUL 50ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5379,GOTERO VIDRIO AZUL 30ML C/TAPA Y CHUPON,PRODUCT:5400,GOTERO  VIDRIO AMBAR 30ML TAPA METALIZADA DORADA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5488,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON,PRODUCT:5508,FRASCO GOTERO VIDRIO VERDE 50ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5000,FRASCO GOTERO VIDRIO AMBAR 5ML CON TAPA Y CHUPON,PRODUCT:5485,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:5ML
PRODUCT:5000,FRASCO GOTERO VIDRIO AMBAR 5ML CON TAPA Y CHUPON,PRODUCT:5281,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:5ML
PRODUCT:5252,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON,PRODUCT:5507,FRASCO GOTERO VIDRIO AZUL 100ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5252,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON,PRODUCT:5549,GOTERO VIDRIO AMBAR 100ML TAPA METALIZADA DORADA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5246,GOTERO VIDRIO TRANSPARENTE 10ML C/TAPA Y CHUPON,PRODUCT:5421,FRASCO GOTERO VIDRIO VERDE 10ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5260,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON,PRODUCT:5422,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5260,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON,PRODUCT:5316,GOTERO VIDRIO AMBAR 30ML C/TAPA Y CHUPON C/SEGURO,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5379,GOTERO VIDRIO AZUL 30ML C/TAPA Y CHUPON,PRODUCT:5422,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5004,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON,PRODUCT:5422,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5316,GOTERO VIDRIO AMBAR 30ML C/TAPA Y CHUPON C/SEGURO,PRODUCT:5379,GOTERO VIDRIO AZUL 30ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5006,FRASCO GOTERO VIDRIO AMBAR 100ML CON TAPA Y CHUPON,PRODUCT:5252,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5316,GOTERO VIDRIO AMBAR 30ML C/TAPA Y CHUPON C/SEGURO,PRODUCT:5422,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5005,FRASCO GOTERO VIDRIO AMBAR 50ML CON TAPA Y CHUPON,PRODUCT:5488,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5281,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON,PRODUCT:5485,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:5ML
PRODUCT:5003,FRASCO GOTERO VIDRIO AMBAR 20ML CON TAPA Y CHUPON,PRODUCT:5214,FRASCO GOTERO VIDRIO TRANSPARENTE 20ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:20ML
PRODUCT:5214,FRASCO GOTERO VIDRIO TRANSPARENTE 20ML C/TAPA Y CHUPON,PRODUCT:6514,GOTERO VIDRIO AMBAR 20ML TAPA METALIZADA DORADA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:20ML
PRODUCT:5005,FRASCO GOTERO VIDRIO AMBAR 50ML CON TAPA Y CHUPON,PRODUCT:5508,FRASCO GOTERO VIDRIO VERDE 50ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5507,FRASCO GOTERO VIDRIO AZUL 100ML C/TAPA Y CHUPON,PRODUCT:5549,GOTERO VIDRIO AMBAR 100ML TAPA METALIZADA DORADA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5508,FRASCO GOTERO VIDRIO VERDE 50ML C/TAPA Y CHUPON,PRODUCT:5550,GOTERO VIDRIO AMBAR 50ML TAPA METALIZADA DORADA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5488,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON,PRODUCT:5550,GOTERO VIDRIO AMBAR 50ML TAPA METALIZADA DORADA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5260,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON,PRODUCT:5379,GOTERO VIDRIO AZUL 30ML C/TAPA Y CHUPON,0.7143,5,TYPE:GOTERO|SUBTYPE:CHUPON|ACCESSORY:CHUPON|MATERIAL:VIDRIO|CAPACITY:30ML
